customer_id,first_name,last_name,email,phone,date_of_birth,gender,address,city,state,country,postal_code,registration_date,is_premium,lifetime_value,last_login,account_status
2db69edb-42de-4fcc-b86c-2ca2e08596db,Beverly,Terrell,rodriguezryan@example.net,569-781-6934x06088,1971-09-04,F,514 Estrada Islands Suite 482,South Elizabeth,Missouri,Philippines,98560,2025-04-22,True,3662.17,2025-06-22 03:45:19.662146,suspended
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,Aaron,Mitchell,mfloyd@example.net,577-673-8721x48951,1958-08-27,M,00379 Stanley Roads,Lake Heather,New York,Iran,32480,2023-10-18,False,440.06,2025-06-24 07:40:22.294705,inactive
c521bf2d-dc45-4539-803f-3538e4855aa1,Nicole,Osborne,gregoryrubio@example.net,908.831.7278x895,1996-10-29,Other,77434 Sims Harbor Suite 143,Matthewside,Colorado,Burundi,20270,2023-12-19,False,2907.89,2025-06-24 12:13:42.913479,suspended
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,Rick,Daniels,abrown@example.com,001-590-996-7054x66889,1958-04-29,M,0656 Mary Crossroad Apt. 699,North Dawnberg,New Jersey,Cocos (Keeling) Islands,07091,2024-01-09,True,3323.25,2025-06-13 12:16:43.112713,inactive
c2dff335-5666-4f9f-93ac-2ab974672cd9,Nichole,Ramirez,fking@example.com,5802531003,1983-08-24,M,71937 Wang Expressway,Port Loriport,Connecticut,Mozambique,03866,2025-05-12,True,4339.09,2025-06-20 23:09:30.120045,inactive
658b2523-6014-4de9-b54a-d0a2e87466d7,Shelly,Gonzalez,curtisbarton@example.net,+1-819-905-8651x850,1951-02-25,F,726 Jessica Run Suite 987,Grahamshire,Louisiana,Gibraltar,32678,2025-03-01,False,3196.64,2025-06-06 06:58:55.231760,inactive
c01f36bf-3e6d-458b-b367-c28de1b294de,Steven,Bishop,frogers@example.com,(273)554-5494,1949-11-23,M,8377 Mcguire Course Suite 363,Elizabethstad,New Mexico,Micronesia,70089,2024-03-10,False,1808.59,2025-07-03 14:09:33.754583,suspended
b3ee4d3b-5a10-4129-94ae-bd1b8ce6424d,Shawn,Parker,davidlee@example.org,001-682-533-7498x9413,1967-03-28,F,82400 Terry Crossroad Suite 109,Taylormouth,Michigan,Colombia,07235,2024-01-03,True,3065.2,2025-06-29 13:01:30.924314,active
6694c343-10ba-48e3-9276-2bdc1d34d08e,Travis,Ray,hernandezlisa@example.com,831-986-9993,2001-09-26,Other,649 Chelsea Streets Apt. 334,East Johnside,California,Cayman Islands,00851,2024-04-26,True,858.84,2025-06-24 08:55:54.983954,inactive
3b4206c5-085b-45fb-8a8f-f810784c2f29,Keith,Campbell,ojones@example.com,+1-693-661-8324x2102,1972-03-02,F,464 Kim Rapid Apt. 659,Anthonybury,Utah,Taiwan,75893,2024-09-04,True,3438.84,2025-06-04 07:31:17.222511,active
44feacae-d248-49a7-ac1a-a554c3c75611,Barbara,Hines,thomaspearson@example.com,(796)371-7565,1998-07-16,M,7468 Shawn Island Suite 516,Lake Mollymouth,Nebraska,Austria,25087,2024-07-15,True,4034.98,2025-06-22 08:52:51.997784,inactive
c28ebd70-7129-4889-a01a-c9927f9d3e64,Brett,Adams,sarakim@example.net,310.993.2480x8613,2004-03-01,F,4846 Baird Gardens,Arnoldfurt,Illinois,Uruguay,79062,2024-07-08,True,1094.37,2025-06-30 01:41:58.653340,suspended
c5ce099c-46b8-4659-91df-12d7dd30de89,Kristy,Perry,lori44@example.net,001-872-978-7558,2003-04-09,Other,396 Melissa Loop,West Juliefurt,Missouri,Panama,85962,2025-06-18,False,1102.5,2025-06-18 13:13:16.859806,inactive
f72169bb-8096-4718-a051-acef097a1e10,Brittany,Kane,dgarcia@example.org,001-826-721-7459x6158,1983-12-28,F,091 Crystal Heights Apt. 161,South Garrettport,Alaska,Aruba,43017,2025-02-03,False,757.21,2025-06-12 11:48:34.275302,active
3e83b91f-2544-4fe0-ae41-7d475ff595ea,Amanda,Knight,georgemiller@example.com,+1-637-492-3747x407,1949-02-26,M,464 Bruce Flat Suite 713,Armstrongshire,Maine,Reunion,39197,2023-07-19,False,3747.72,2025-06-28 14:12:42.359390,inactive
90e0b95f-0212-4554-8644-58b46553867d,Michelle,Osborne,lozanojulie@example.com,001-739-453-3942x10470,1950-03-07,Other,6232 Schmidt Groves Apt. 474,Lindamouth,California,Cambodia,99349,2025-06-08,False,1841.88,2025-06-29 11:53:09.427162,active
65bcc272-fadd-4ea3-aca5-e2fdb966442a,Tammy,Ballard,christopher60@example.com,+1-517-954-9651,1946-01-29,Other,317 Banks Crescent Apt. 004,Wilsonbury,Ohio,Burkina Faso,51441,2024-05-29,False,500.0,2025-06-23 19:20:05.279260,active
8a4a0e2d-f22b-4b98-b24c-c64fbe3e6e57,Robert,Newton,nicolepena@example.com,+1-764-205-3773x515,1969-08-02,M,71390 Kristin Gardens,Port Anne,California,Switzerland,73142,2023-12-01,True,3155.86,2025-06-10 04:04:10.904173,suspended
c63d04ee-541c-4a86-bba5-cd2fdea45c19,Dylan,Lester,ramireztracey@example.org,+1-742-210-2053,1955-06-25,F,68117 Strickland Passage,South Williamton,Washington,Slovenia,86864,2024-07-18,True,1954.6,2025-06-17 10:22:31.217277,suspended
ffa361be-0f92-40e1-87f9-7d05f6ca6b8b,Timothy,Morales,henryrenee@example.org,759-821-2499,2007-03-01,F,8961 Melissa Run Apt. 673,Morganmouth,Montana,Israel,96132,2023-09-10,False,4856.84,2025-06-16 11:51:17.304228,active
f41ea3ac-5fd2-4109-8140-752caa448259,Elijah,Leblanc,davischristopher@example.com,352-880-9885,1966-10-12,Other,049 Bell Ports Apt. 273,West Meganstad,Delaware,Serbia,37013,2024-08-25,True,3424.47,2025-06-27 21:47:02.794027,suspended
c4767556-f97b-42dd-8f9b-72aed85c16bd,Loretta,Austin,lynchdiane@example.net,302-444-5502x296,1991-03-08,F,83667 Moore Inlet,Kimberlyshire,Rhode Island,Belize,07396,2023-10-24,False,602.18,2025-06-26 07:46:42.798692,inactive
45a88829-14e2-46e5-ac89-36bc0cbd3c03,Scott,Coleman,nperry@example.net,256-514-9784,1969-05-28,M,34324 Murphy Avenue,Burgessburgh,Florida,Hong Kong,70307,2024-11-28,False,66.06,2025-06-18 16:46:25.002274,suspended
5aaab32f-ce63-42b6-ab05-347fd556b37d,Charles,Hensley,grahamsteve@example.org,796-396-6416x05297,1972-01-06,Other,69681 Harrell Summit,Jeffreyburgh,California,Malawi,83499,2023-09-24,False,4860.85,2025-06-18 23:45:00.745541,active
59e1ac09-5970-4859-86b6-e4ade7ea8d5a,Jessica,Fuentes,joelthomas@example.org,(992)712-7799,1998-12-13,Other,71774 Vargas Knoll Apt. 477,North Miguelport,California,Oman,12336,2024-09-24,True,4359.07,2025-06-18 21:40:24.782530,inactive
f4488385-8de7-4d6c-9490-77c27674456f,Latoya,Huang,kstout@example.net,759.378.2071,1976-04-15,Other,37788 Michael Haven,Ortizmouth,Utah,Netherlands Antilles,07364,2025-01-29,True,806.55,2025-06-23 02:38:40.485265,active
8ed6ad5e-1831-4aa3-9466-9d1910df9974,Erika,Mitchell,mathewaguilar@example.org,(346)829-1486x528,1976-07-15,Other,4235 Lee Dam,North Kenneth,Connecticut,Madagascar,71249,2025-03-04,True,3014.78,2025-06-30 04:50:09.172957,inactive
e05b46c5-5636-4094-a974-31db09a9d1c1,Katie,Anderson,lmoore@example.net,001-592-670-6537x94738,2005-05-02,M,59774 Shaw Manor Apt. 392,Brettfort,Mississippi,Micronesia,13947,2024-12-04,True,4649.04,2025-06-19 04:02:22.132536,inactive
c35b9fea-1578-4709-88f9-e3d01feae1e0,Ethan,Cole,mariahdavis@example.org,550.260.6853x615,1964-07-30,M,522 Justin Village,Hortonberg,Wisconsin,Romania,61988,2024-05-25,True,1242.31,2025-06-03 20:21:56.106008,suspended
3735262d-4184-4b03-84dd-7054144823f7,Mary,Dunn,srodriguez@example.org,510-436-9711x7980,1962-11-08,M,539 Lopez Skyway,New Theresaland,North Dakota,Mayotte,66997,2025-01-27,True,3672.94,2025-06-18 22:04:22.750246,active
785ac5d0-df92-4621-a3f4-c69d0534a101,Bradley,Hughes,jon05@example.org,(931)495-2058x527,1995-08-17,Other,704 Bradley Flats,West Sarahhaven,Montana,Suriname,71677,2024-06-13,True,685.54,2025-06-04 18:57:06.039824,inactive
5b62a8df-493e-404d-b0ec-2796a59b457f,Michelle,Williams,joshua56@example.com,001-876-452-7758x4161,1978-11-13,Other,15447 Jackson Mills Suite 705,Hillton,California,Paraguay,84061,2024-04-24,True,1362.03,2025-06-19 02:00:23.962452,suspended
f3ea0184-28f4-43ce-aded-da80bff9507d,Anthony,Allison,ejohnson@example.org,001-455-769-0927x55719,1969-07-30,F,10278 Mcintyre Crest Suite 473,Heatherfort,Illinois,British Virgin Islands,18291,2025-03-17,True,4648.12,2025-06-17 06:03:19.640156,suspended
ff4c96d6-71f2-4e8f-b69f-68c3e60fd420,Christopher,Fleming,elizabeth18@example.net,742-725-8313x2370,1973-12-13,Other,114 Key Stravenue,Foxchester,Oregon,Barbados,16927,2025-06-12,True,3579.1,2025-06-22 23:04:06.623689,inactive
8471b4b0-ae1b-4f69-b740-d83173318749,Melvin,Humphrey,katrinaanderson@example.net,7186242253,1997-10-17,Other,84249 Wayne Extension Apt. 299,Meganshire,Arizona,Sweden,04219,2023-08-31,False,2218.6,2025-07-02 03:32:18.445491,suspended
a6b07458-43c0-4d43-93a7-4792c561b8dc,Jason,Armstrong,jimenezcourtney@example.com,+1-947-536-4710x2767,1965-12-07,F,5562 Robertson Coves,Johnville,Louisiana,Korea,32996,2023-10-13,True,1277.13,2025-06-05 05:01:13.916346,active
9d896047-dd39-4793-a257-a4a2f204be89,Robert,Estes,lisapeck@example.net,532-578-7747x01687,1981-04-02,F,47974 Melanie Meadows,West Jessica,Wisconsin,Iraq,48465,2023-08-05,True,2962.13,2025-06-05 05:25:05.725697,active
8da00495-5cce-4ba9-b1d4-ee098fd33afc,Keith,Hughes,rduran@example.net,+1-891-221-6558x52398,1947-05-11,Other,578 Hernandez Passage,West Sarah,Massachusetts,Central African Republic,52006,2025-06-26,True,85.59,2025-06-25 20:53:40.782607,suspended
81df6517-561c-4210-97fe-56c54c9a9f24,Maria,Patel,thomas05@example.com,+1-916-494-0974x99309,1977-07-12,Other,30913 Scott Manor Apt. 636,Salaston,Virginia,Burundi,68485,2023-12-01,True,1183.26,2025-06-13 10:37:13.393232,active
607796a3-8685-4baa-ba76-8555a987b218,Lee,Thompson,amy49@example.com,934.784.3443,1974-09-24,F,1986 Cardenas Trail Apt. 404,West Sandraview,West Virginia,Lesotho,28548,2023-11-27,True,2595.07,2025-06-19 20:21:38.978253,inactive
4588fc1b-b238-4849-8fe0-69b6eedaa802,Derrick,Gilbert,johnsantiago@example.net,230.416.5712,1970-02-19,Other,3454 Rebecca Corners Apt. 802,Khanburgh,Arizona,Taiwan,52535,2025-01-28,False,1110.47,2025-06-09 06:43:44.749943,active
ed10f004-df4e-413e-b64e-3dfcbfbeac7a,Keith,Johnson,ashley15@example.com,988.672.8743x152,1989-10-09,Other,549 Gregory Walks,Wilcoxhaven,Massachusetts,Benin,53039,2024-11-03,False,1252.84,2025-06-09 05:37:37.873115,inactive
ef9240b6-52d7-4f10-ba3a-6e9623ff23d3,John,Green,seanadams@example.com,699-304-5301x7426,1984-09-27,F,9332 Hernandez Summit Suite 687,Port John,Wisconsin,Nepal,11231,2024-07-21,True,516.91,2025-06-19 12:52:09.737598,suspended
906d5c8c-ead0-4c89-93fe-8a295c9deee0,Daniel,Poole,ashleyhernandez@example.com,971.239.7187x07286,1979-09-15,F,064 Julie Prairie Apt. 065,New Virginialand,New Mexico,Antigua and Barbuda,38130,2024-04-26,False,2146.71,2025-06-26 18:14:40.586216,inactive
bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,Debbie,Fisher,ywest@example.com,482-551-2868,1997-02-04,Other,7868 Morrow Gateway,Reedview,Illinois,Vietnam,95531,2025-01-12,True,3383.15,2025-06-04 15:46:52.280247,suspended
c41c147e-9d6b-4b62-ab53-5a19a902b73f,Sharon,Small,jamiegarcia@example.org,690.530.6738x302,1995-11-24,M,953 Walter Shore Apt. 644,New Stacyburgh,South Dakota,Philippines,56495,2024-08-12,True,2042.98,2025-06-05 02:20:28.579301,inactive
abdd1a8f-a4b0-4c89-b10b-ce9c582b91ee,Patrick,Warren,trussell@example.com,(887)833-4270,1979-08-12,M,3435 Sandra Vista,Christopherborough,Arkansas,Ethiopia,49937,2024-11-06,True,998.37,2025-06-21 18:41:18.940612,suspended
cdfd9531-302b-4831-92a1-fe7ddfa59722,Kathleen,Ramsey,timothybooth@example.com,603-831-7393x6385,1973-11-16,F,4587 Garcia Stravenue Suite 535,Robertshire,Iowa,Saint Vincent and the Grenadines,19627,2023-07-14,True,2138.31,2025-06-20 06:58:08.572701,inactive
6ae66582-b852-43cd-9442-b5e695831d58,Kenneth,Gonzalez,noahwhitaker@example.com,+1-454-977-7252,1956-02-05,F,010 Robert Ville,North Jasmine,Alabama,Cuba,66788,2024-05-31,True,4378.71,2025-06-05 12:06:31.708223,active
9dd43675-ef14-4064-aab0-7015a3422e50,Roberta,Hopkins,smithandrea@example.org,3843840862,1977-07-16,F,98454 Miller Lodge,Cunninghambury,Maryland,Poland,11067,2024-10-22,True,300.41,2025-06-29 10:30:09.060183,suspended
67c0518b-17ef-4621-881c-79d4c27437eb,Nicholas,Tran,walshjacqueline@example.org,365.691.8033x9740,2001-02-27,M,50392 Hickman Hills,New John,Missouri,Philippines,71353,2024-03-01,True,4635.52,2025-06-26 08:37:24.213638,active
b076a7dc-fd0c-4433-8a5e-151b23d3cd4c,Jennifer,Mason,brian63@example.org,899-496-5047x73586,1987-04-28,M,94311 Moore Station Apt. 655,North Adamport,New Hampshire,Guyana,35859,2023-09-15,False,2453.92,2025-06-06 07:26:19.426265,active
8e0370cf-8e96-4227-b2e7-6b516e54ac6d,William,Garcia,gomezchristopher@example.net,460-646-6183x98262,1963-06-23,F,12646 Washington Club Suite 437,South Daniel,Maryland,Albania,52365,2024-03-01,True,864.95,2025-06-22 07:07:23.150971,active
70b27304-545c-488d-9cb9-075ecdd7f460,Matthew,Ochoa,kevinmorrison@example.net,575.726.5479,1968-03-12,F,1939 Erin Plaza Apt. 737,Marieland,Nebraska,Peru,65945,2023-10-12,False,4636.26,2025-06-12 18:37:27.209388,inactive
b719bb68-2775-4e42-a89e-22f240afbf3f,Rodney,Bennett,eewing@example.net,(488)268-0589x1135,1979-12-26,F,6101 Walker Summit Apt. 756,Bartonshire,Vermont,Macao,20259,2024-03-11,False,3498.13,2025-06-04 10:16:11.396643,suspended
eba900e1-6a7d-4d96-8ba1-72331ac3bf31,Suzanne,Wilson,michaelcooper@example.org,375.471.7751x40105,2003-02-01,Other,282 Castro Mountain,Port Richard,Idaho,Colombia,84449,2024-10-25,False,816.24,2025-06-15 13:24:14.524108,inactive
3283daa4-e212-4b7c-9d36-1cb6bcc57be0,Shannon,Jordan,bushjamie@example.net,391-682-5537,1986-10-03,M,596 Matthews Keys Suite 792,Samanthashire,Colorado,Peru,18057,2024-02-16,True,2916.94,2025-06-10 20:21:25.506929,suspended
b1850eb8-5f90-4c87-aedc-017e1df05d18,Donald,Price,baileyhenderson@example.com,+1-782-282-7422x5790,1975-01-12,M,8876 Perry Ville,Burnsland,Oregon,Antarctica (the territory South of 60 deg S),29406,2024-02-01,False,332.97,2025-06-11 22:28:43.764165,suspended
c7de96ea-2b0f-4e44-89e6-4c2289a0b7eb,Stephen,Newton,hdunn@example.net,848-358-0783,1990-11-14,F,0745 Scott Crest,East Lisa,Pennsylvania,Portugal,46458,2025-03-23,True,331.55,2025-06-21 23:58:23.592390,suspended
23a4e70e-9dbc-45c0-aa7d-c57c6d9c5b50,Kristen,Li,hudsonamanda@example.net,+1-425-844-9481,2002-05-20,M,223 Jennifer Village Apt. 672,Courtneyfurt,New Hampshire,Belarus,83551,2025-02-02,True,389.18,2025-06-26 18:10:52.936664,active
4739cc7b-bff3-4c8d-83ff-3e9667213a70,Heather,Wiley,uclements@example.net,5179518636,1961-06-03,Other,8929 Kramer Springs Apt. 017,North Sarahburgh,New Hampshire,Korea,00589,2025-06-27,True,2048.69,2025-06-16 12:36:00.787847,suspended
21c50e41-e8ce-4951-b047-8ea4fee5ce69,Nicole,Turner,clarence54@example.org,(320)464-3611x037,1981-11-26,M,05162 Jones Lights Apt. 115,Nicoleberg,Missouri,Singapore,99218,2025-04-02,True,3115.94,2025-06-22 22:31:10.376956,inactive
87cf63fd-1183-4c4f-a492-04c7ad58db1b,Anna,Bishop,scottbowen@example.net,001-826-797-3112x1965,1994-05-04,Other,1389 Maxwell Spurs,Port Melanieport,Indiana,Maldives,80052,2024-07-09,False,4676.8,2025-06-26 03:01:55.717423,active
c8a738ab-0df8-4e12-a56b-61e04ba8a4ca,Rachael,Blevins,pcruz@example.com,+1-491-980-5526x9658,2004-08-18,Other,91043 Sandra Turnpike,Hunterhaven,Wyoming,Israel,56019,2024-11-27,False,1231.5,2025-06-06 03:55:57.888509,inactive
271610c1-9db5-4283-89a3-c811895c4fde,Joshua,Collins,terrimoore@example.com,(291)646-3031x6179,1986-06-19,M,02027 Mills Tunnel,Garyberg,West Virginia,Slovakia (Slovak Republic),35728,2024-12-19,False,2313.26,2025-06-07 05:35:08.018972,active
ce9e9ebd-55c3-4853-8783-e43ce65fad87,Ruben,Warren,jennifer91@example.com,385.507.9252x419,1991-03-04,M,03075 Mora Fall,New Lindachester,Iowa,Gibraltar,33041,2024-05-02,False,3124.74,2025-06-25 07:11:31.292342,suspended
92502e59-13f0-4822-9374-8a1145712959,Nathan,Shaw,whitelinda@example.org,(617)544-5187x0534,1973-09-23,M,83206 Jesse Key Apt. 506,Daltonhaven,Kansas,Italy,64992,2025-06-04,True,2711.29,2025-07-02 20:49:38.539628,suspended
17d09810-47a2-410b-b62e-db49247296a4,Bradley,Hall,xhaynes@example.com,001-519-618-2619x9062,1960-12-11,F,5574 Charles Flats Apt. 912,East Shannonmouth,Nebraska,British Indian Ocean Territory (Chagos Archipelago),70745,2024-03-20,True,4669.63,2025-06-26 19:13:37.852673,active
43d78f2b-769d-41e3-8eed-412473b0d676,Melissa,Davis,margaret90@example.org,521-335-6804x42067,1973-08-11,M,00323 Watson Roads,New Brendaland,Alaska,Bahrain,26420,2025-04-22,False,1460.69,2025-06-16 23:51:18.991383,inactive
d8e70aeb-e7b3-4085-978b-e96820f87ba2,Maria,Rivera,dunlapbrent@example.net,(267)506-6253x24472,1985-04-12,Other,8701 Reyes Manor Apt. 838,South Kimberlystad,New Mexico,Mayotte,64028,2024-03-10,False,3077.8,2025-06-20 15:51:12.690204,suspended
2e0869c1-453b-45fe-a36c-f4995254aad3,Anthony,Harper,huangkimberly@example.org,885.793.2133x4803,2003-06-03,Other,39559 Jade Knoll,New Stacy,New York,Mauritius,41009,2023-11-08,True,3355.92,2025-06-04 19:55:07.017191,suspended
3803dcee-9a06-4295-bb8d-34470e61065f,Andrew,Woods,samantha32@example.com,001-725-800-2921x851,1981-06-03,F,5226 Banks Extensions Suite 392,Parkerport,Florida,Christmas Island,96030,2023-07-04,True,4697.7,2025-06-24 18:01:50.897628,active
fe8956c8-d9cb-4540-a43f-fdae92a54d04,Kelli,Bradley,carriemccall@example.net,791.472.5135,1984-07-31,F,570 Clark Square,West Jonathanville,Washington,Afghanistan,06811,2024-04-10,True,4454.08,2025-06-25 16:02:44.009741,suspended
69fd28e6-e271-4ff9-aa95-27f6f8170ebf,Trevor,Gray,egarcia@example.net,+1-432-871-0405x4115,1954-08-22,Other,159 Bush Meadows,New Pamela,Hawaii,Austria,13773,2024-03-01,True,1398.12,2025-07-02 22:09:05.706393,suspended
b8d77d2f-8dda-4ff2-b27b-7bb468c690b2,Sara,Fernandez,kenneth10@example.com,001-687-920-5061,1957-01-30,M,24171 Glover Mountains,Jacobsonview,Colorado,Norway,71820,2024-04-11,False,1057.81,2025-06-14 19:43:10.200387,suspended
721e5419-2fc3-4649-9e91-1b9161a66444,Bradley,Gonzales,jeremy49@example.org,(211)858-6938,1996-01-23,F,793 Evans Locks Apt. 898,North Stacy,New Hampshire,China,22411,2025-06-12,False,1293.05,2025-06-27 22:40:35.189660,active
140ff589-6c62-4c2c-8aec-cec7204db9da,Vanessa,Graham,maryscott@example.net,916-286-8548,1994-01-20,M,62299 Sara Port Apt. 485,Bakerfort,Oregon,New Caledonia,62504,2023-07-30,False,4155.27,2025-06-11 22:52:58.456154,active
ae49c079-9bd0-44c7-9e45-455e24d38751,Heather,Williams,hannah07@example.com,(705)644-4713x247,1990-06-01,M,73678 Nicholson Passage,North Larry,North Carolina,Iraq,18280,2025-01-23,False,3867.04,2025-06-19 10:04:14.874693,suspended
3158f1fb-2c7a-4d31-8769-25839194821e,Nancy,Gonzalez,wrightstephen@example.com,001-934-457-8610x357,2005-01-05,F,855 Mary Green Apt. 406,East Melissaborough,Iowa,Oman,30006,2024-11-09,True,3719.09,2025-06-11 18:19:29.637465,suspended
dd58631b-0522-46b9-8366-663668d576b8,Kimberly,Saunders,wellsdavid@example.org,+1-503-949-4466x574,1963-07-16,Other,108 Hoffman Ranch Suite 417,West Vanessamouth,Louisiana,Eritrea,86499,2024-12-03,False,2826.49,2025-06-30 11:05:37.883589,active
846d5a3b-2661-4426-b038-5dd74c7d9313,Kathy,Yoder,rguerrero@example.org,001-507-944-6660x9935,2001-08-12,M,428 Kelly Mountains Apt. 482,Destinybury,Minnesota,Czech Republic,98046,2025-03-31,True,2750.67,2025-06-16 07:19:29.896735,inactive
42b40281-5f26-4466-94d1-332ae3082ddc,Brenda,Ford,ruizmichelle@example.net,001-691-873-8168,1947-11-28,Other,35697 Leslie Stravenue,Port Christopher,Michigan,Norfolk Island,23677,2024-02-17,True,2177.44,2025-06-05 10:21:16.220680,active
c2dd901d-359a-4533-8605-ec0e73b9c2ac,Kim,Johnston,tracygallagher@example.org,(296)566-6760,1990-07-14,F,8300 Jeremy Wells,Larryville,Missouri,Macao,77659,2024-02-11,False,4499.96,2025-06-05 15:35:28.962243,active
4a73b0bf-f2ce-4eeb-8c56-fb8f0bb432b3,Stephen,Meyer,ryan25@example.com,(432)360-3323x098,1967-08-07,F,4890 Ebony Shoal,North Hannahchester,New Hampshire,Hong Kong,16700,2024-08-06,True,3426.23,2025-06-17 22:09:00.308945,suspended
af8ca888-b1f8-4ad9-b49b-508927335670,Crystal,Turner,batesjoseph@example.net,001-526-618-9141x173,1996-11-19,M,6420 Lozano Spurs,Riveratown,Alabama,Paraguay,12166,2025-04-25,False,3911.58,2025-06-28 17:57:06.772362,inactive
f30ee4fe-262e-4559-be7d-9a19ab450578,Christopher,Hunt,conwaydawn@example.com,247-201-2045x5611,1998-03-06,Other,5794 Nathan Junctions,North Richard,New Jersey,Faroe Islands,51057,2024-11-18,True,4632.53,2025-06-18 00:55:16.068438,active
cc0243c6-e2d9-43c8-a61a-cd8e6bf7240f,Garrett,Anderson,jarvismegan@example.org,(397)897-2965x90277,1972-04-07,M,5089 Tiffany Skyway,Aprilville,Nevada,Panama,95744,2023-12-31,True,4413.01,2025-06-14 01:31:27.671490,active
260e37cc-6287-4624-a433-1510ad21b4cc,Mary,Grant,smithsarah@example.net,872.817.5354x0838,1995-12-24,M,7971 West Crest,Mcgeetown,Connecticut,Iraq,54547,2023-07-29,False,3922.81,2025-06-20 03:56:09.062885,inactive
9aad10ce-cab2-4f24-9744-ee3fd36ec1bd,Sylvia,Walsh,diamondbryant@example.com,(303)575-8997x571,1944-08-22,Other,488 Park Cape Apt. 726,West Cherylborough,Delaware,Venezuela,51998,2023-12-07,True,1370.69,2025-06-28 10:15:49.340490,suspended
1b968925-5682-4038-b77f-69b930c9c51f,Katherine,Williams,bartonshannon@example.net,001-982-470-8086,1988-02-01,M,216 Gordon Lights,Pettybury,Louisiana,Indonesia,45440,2025-06-11,False,4367.23,2025-06-17 06:38:01.070163,inactive
9a3f0ad1-69a9-4ff9-a35f-c3d52224a806,Holly,Goodman,megan85@example.net,001-383-733-9452x2885,1979-12-05,M,846 Alexandra Burg Suite 200,West Karen,Hawaii,France,90074,2024-01-02,True,4092.1,2025-06-28 20:56:22.663094,inactive
34396729-4b8e-4509-88cb-a592b0cad2eb,Karen,Johnson,rgarcia@example.net,+1-838-863-8406,2004-10-09,F,004 Christine Tunnel Suite 359,Port Jenny,Illinois,French Polynesia,59328,2023-11-09,False,4111.66,2025-06-24 04:05:56.743610,active
bc2e2b59-2c7d-4667-b664-c7202fddb26a,Willie,Bennett,qramirez@example.org,(794)205-7202,1993-03-29,M,9851 Fox Ferry Apt. 826,Davisbury,Indiana,Panama,44001,2024-03-01,True,3317.16,2025-06-12 11:57:29.733785,inactive
